text,aug_text,label
i am so scared to go off to college this year.,i'm scared to go to college this year.,3
a group of students at the university are extorting money from me. i am too afraid to go back to the university.,a group of students at the university are blackmailing me for money.,2
i am going to try my grandmas recipe for dressing today. i am scaerd i won't do it justice.,today i'm going to try my grandmother's formula and change it to today's dress.,2
going on roller coasters makes me so nervous. i can't stand the feeling in my chest on the comedown.,i can't stand the feeling in my chest.,0
i think i'm going to get evicted.,i think i'm getting kicked out.,2
my car started to make loud noises coming out of engine. it happens while accelerating,"my car starts to sound, the engine starts to sound, and it happens when it accelerates.",2
i am reluctant to confront my my best friend's girlfriend. i think my best friend is cheating on her...,i don't want to face my best friend's girlfriend.,1
i have a secret.  i hate being in the dark.  it terrifies me,i have a secret. i hate it in the dark. it scares me.,2
i can't wait for date nigiht this week. i bought my hubb an apple watch.,i can't wait for this week's date. i bought an apple watch.,0
i heard a banging on my window at 3am last night. i was terrified on what it was but it turned out to be a tree branch.,"last night at 3:00 a.m., i heard a window ring, and i was afraid of what it was, but it turned out to be a branch.",2
i was so nervous taking my dog to the vet today.  i was scared something might be wrong.,i was nervous when i took the dog to the vet today.,0
welp.. i am a little nervous about going back to school this year.  i am starting at a new school.  an alternative school.,"i'm a little nervous about going back to school this year, starting with the new school.",1
i am very anxious this weekend as someone i was trying to fix a relationship with is acting up again. i just get a lot of anxiety about what they will pull next because they usually do pull something.,"i'm very anxious this weekend, because someone i'm trying to fix the relationship is moving again, and i'm just very anxious what they're going to pull next because they usually do pull stuff.",0
"i'm thinking about switching jobs, but i'm not sure if i should.","i'm thinking about changing jobs, but i'm not sure if i should.",1
well someone i am thinking of working things out with talked about coming over on sunday. i felt really uncomfortable with that because they haven't done enough to build back enough trust with me yet. and lo and behold..they acted up and made the decision for me anyway.,and it's uncomfortable because they haven't done enough to build enough trust with me.,1
i was pretty shaken up from the scary movie id,i was scared from the horrible movie id.,3
" the other week it sounded like a bomb went off. i am in a very dangerous city, so you never know here.","last week, it sounded like a bomb exploded. i was in a very dangerous city, so you never knew.",3
i was very apprehensive about someone coming to my house this weekend. i felt very uncomfortable and like i would be stepping back in too old patterns,i'm worried about someone coming to my house this weekend.,1
"i am sometime to afraid to speak in public, for example, during meeting at work.","i am sometimes afraid to speak in public, for example, during working meetings.",2
i am ready for my wedding.,i'm ready for my wedding.,0
"i have pain in my stomach for about a week now. by reading what is on the internet, i am very worried.","read the content on the internet, i'm worried.",2
i sent in my short fiction for a competition too close to the deadline. i'm not sure if it'll make it on time.,"i'm sending my novel to a competition that's too close to the deadline, and i'm not sure if it's on time.",1
i am going on a roller coaster for the first time tomorrow.   i and so nervous!,"for the first time tomorrow, i'm in a roller coaster. i'm so nervous!",0
i am really worried that i will miss my flight tomorrow.,i'm really worried about the flight tomorrow.,2
"an old ""friend"" that's a girl wants to go get drinks tonight.  not sure if its a trap or not.","an old ""friend"" who wants to go for a drink tonight. i don't know if it's a trap.",0
i few years back i was in a really bad car accident.  i flipped my truck multiple times in a ditch.  it was an extremely scary experience!,i had a really bad accident a few years ago.,3
i am worried i will drown when i go swimming.,i was afraid i'd drown while i was swimming.,3
i am home alone this weekend. i do not like that. it gets too quiet.,i'm home alone this weekend. i don't like this. it's too quiet.,2
i'm taking the drivers test for my license monday. i am so nervous.,my driver's license on monday. i'm so nervous.,2
i can't wait until i have grandkids. ,i can't wait for my grandkids.,0
i'm not sure if my boyfriend is the right one for me.,i'm not sure if my boyfriend suits me.,1
"when i was little, i was always afraid of going to bed. always thought there was a monster in my closet.","when i was a kid, i was always afraid to go to bed and think i had a monster in my closet.",3
i was robbed at gunpoint once when i worked as a cashier. ,i was robbed with a gun when i was a cashier.,3
my son goes to kindergarten in a week and i can't imagine him being gone through the day. it's hard to not be worried about how he'll be at school.,"my son goes to kindergarten in a week, and i can't imagine how he's doing today, and it's hard not to worry about what he's going to do at school.",1
i was scared when i had t go home alone the other day,"when i came home alone that day, i was scared.",2
i was afraid when i went home alone the other day,"when i came home alone that day, i was scared.",2
i am a little nervous about dating,i'm a little nervous about dating.,1
i was scared going home alone!,i'm afraid to go home alone!,3
"i lost my medicine today, one that helps me focus my attention span. i needed it especially because i had a job interview that i wanted to be sharp for. i felt weird during the interview, and now i don't know how i did...","i lost my medication today, a drug that helped me focus, and i needed it especially, especially because i had a job interview, and i had a job interview.",0
 i start a new job as a nurse next monday and i'm so nervous. nothing can prepare you for the real world of nursing compared to nursing school.,"i'm starting my new job as a nurse next week, and i'm nervous.",0
i am feeling uneasy about going to court,i'm worried about going to court.,0
when i was a kid i was alone at night during a huge thunderstorm.,"when i was a kid, i was alone at night in a huge thunderstorm.",2
i am worried about my interview,i'm worried about my interview.,0
i was in a car wreck on the way home from church. ,i was in a car accident on my way home from church.,2
i've have been watching this new show sharp objects. i don't think its supposed to be scary but i'm scared,"i've been watching this new, sharp thing, and i don't think it's supposed to be scary, but i'm scared.",3
i am worried about not being ready for the party on friday,i'm afraid i'm not ready for the party on friday.,0
i was pretty terrified when a tornado watch was issued. i was real worried,"when the tornado was released, i was scared, and i was worried.",2
"i have a hard time eating, i am allergic to so much! it gives me a lot of mixed feelings whenever i think about eating as i don't know what will happen with my digestions","whenever i want to eat, it makes me feel complicated because i don't know what my digestor is gonna do.",0
when i got home tonight my outdoor window was broken- to my cat room. i do not know who broke it or how. i am in a bad neighborhood so it was very frightening. ,"when i got home tonight, my outdoor window was broken into my cat room, and i don't know who broke it or how.",2
clown movies scare me.,the clown movie scares me.,3
i came home and my outside window to my cat room was broken. it makes me feel scared as i am in a bad neighborhood and would like to know what happened when i wasn't home?,"it scares me because i'm in a bad neighborhood, want to know what happened when i wasn't home",0
i was very scared when a tornado touched down close to my home. i thought i was going to die,"when the tornado approached my house, i was scared. i thought i was dying.",3
"someone broke a window in my side yard today. i don't know when, i assume i was gone as my dogs wouldv'e went nuts. i live in a bad neighborhood and it's late so i am still up a bit scared about it.","i don't know when, i guess, i'm going because my dog is going crazy, and i live in a bad neighborhood, and it's late, so i'm still a little scared.",3
i was nervous when i started a new school. i did not know anyone,i was nervous when i started my new school. i don't know anybody.,1
my sister has been begging me to go to a new haunted museum with her. i am not really into that kind of stuff. it really freaks me out and will give me bad dreams.,"my sister's been begging me to go to the new haunted museum with her, and i don't really like that kind of thing, and it really scares me, and it makes me have nightmares.",2
"i got in a bit of an altercation with a co-worker today, and i'm afraid it may lead to me losing my job. it started with a misunderstanding,and when they didn't want to simply accept that it was a misunderstanding after i apologized, i decided to simply defend myself and there was a verbal back-and-forth witnessed by a few people. this is not the image i wanted to have at my job... ","i had a little argument with one of my colleagues today, and i was afraid that this might lead to my losing my job, and at first it was a misunderstanding, and when they didn't want to simply admit that it was a misunderstanding after i apologized, i decided to just defend myself.",3
"i don't like to go shopping at big stores. whenever i think of going to a big store like walmart oe meijers, i start feeling panicked.","i don't want to go shopping at a big store, and whenever i think about a big store like wal-mart, i panic.",0
"my significant other woke up last night with... a roach inside of her ear! she was complaining about pain in her ear, and a head ache that was incredibly severe. so, we took her to the doctor and he saw it with a light... and put water in her ear to get it out. disgusting! ","she complained about an earache and a very serious headache, so we took her to the doctor, and he saw it with the light... and poured water out of her ear.",3
 i almost got hit by a semi truck today on the highway. it scared me half to death.,"i almost got hit by half a truck on the freeway today, scared me half to death.",3
 my son has been having stomach pain for months now and the doctors can't figure out what it is. they basically say he has to get worse for them to find a diagnosis if some new problem comes up. i'm so scared.,"my son has had a stomach ache for months, and the doctors don't know what it is, and they basically say that if there's a new problem, the doctors have to be harder to diagnose, and i'm scared.",2
there is a little cat i tried to help last night. he ran when my dog charged at him though and i am scared of what has happened to him. a lot of cats get hit around here,"last night i tried to help a kitten, he ran around, and when my dog charged him, i was afraid of what happened to him.",3
"my daughter keeps begging me to watch it. i am going to tomorrow, with all of the lights on.",my daughter's been begging me to see it. i'll be there tomorrow. lights on.,2
"my father and brother are in a serious conflict with each other right now, as my father has complained about the way my brother raises his son. obviously it's a really stressful, tenuous situation and i have no idea who's side to take, and i'm worried it will lead to them not wanting to keep in touch anymore.","my father and my brother are in serious conflict now, and my father complains about the way my brother raised his son, and it's obviously a very tense and fragile situation, and i don't know whose side is acceptable, and i'm afraid it will lead them to no longer want to be in touch.",2
i have a big job interview tomorrow and it has got me nervous.,"i have a big job interview tomorrow, which makes me nervous.",0
my husband wants to have another child. i am just not sure that it is the best idea right now. i just cannot decide.,my husband wants to have another child. i'm just not sure it's the best idea at the moment.,1
"last week, i think i saw a ghost outside.  i was so scared!","last week, i thought i saw a ghost outside. i was scared!",3
i am very scared for the usa.,i'm very afraid of us.,3
my husband wants us to move to another state for better job opportunity. i just do not know of it is worth starting over and having no family around.,"my husband wants us to move to another state in search of better jobs, and i just don't know if it's worth starting over.",1
i saw a scary movie last night.  i was so frightened by it!,i saw a horror movie last night. it scared me!,2
i am very scary of the things trump can do as a president.,i'm very afraid of what the king can do as president.,3
i am very scary and anxious.,i'm scared and anxious.,3
i am very anxious on the direction the country,i'm worried about the direction of the country.,1
i am very nervous to be a father.,i'm nervous about being a father.,0
i am not looking forward to jury duty.,i don't expect the jury's duty.,1
i am worried my cancer may return.,i'm afraid my cancer will come back.,2
there was a centipede in my bedroom earlier. i was absolutely scared.,i had a urinal in my bedroom. i was scared.,3
"i'm thinking about upgrading my computer soon, but i'm not sure if it's worth the cost.","i want to upgrade my computer as soon as possible, but i'm not sure it's worth it.",1
i got pulled over by the police today.  i was really scared when it happened.,"i was stopped by the police today, and i was scared when it happened.",3
a dragonfly was chasing me earlier this afternoon.  i was so afraid of getting hurt.,i was only chasing after me earlier this afternoon. i was afraid to get hurt.,3
"i once went to a haunted house, and it was so scary! people were jumping out of corners while walking through it.","i've been to a haunted house, and it's so horrible!",3
i am scared these days.,i'm scared these days.,2
"this past month, i was involved in a car crash me being the main driver","last month, i got involved in a car accident. i'm the main driver.",3
we were under a significant storm warning. the sky turned dark and the wind began to blow harder.,the sky is getting darker and the wind is starting to blow even harder.,2
"once i felt totally out of place in a social setting, it was very hard for me.","i used to feel completely out of place in the social setting, which was hard for me.",0
being alone in a foreign country.,alone in a foreign country.,2
we had to rush my grandmother to the er yesterday because she passed out and hit her head on the tile floor. it was very scary and she had no memory of it,"yesterday, my grandmother fainted on the floor floor and hit her head, so we had to rush my grandmother into the room because she passed out and her head hit the floor, which was very scary, and she had no memory of it.",3
"i have a big presentation tomorrow, and i'm not sure if i'm prepared enough. i think i need more time to refine my notes","i have a big speech tomorrow, and i don't know if i'm ready enough, and i think i need more time to improve my notes.",0
when i was a child i nearly drowned in a swimming pool. i was so scared.,"when i was a kid, i almost drowned in the pool. i was scared.",3
i am hoping to win the lottery this week,i wish i could win the lottery this week.,1
my a/c is going out and it is supposed to be real hot today.  i hope it doesn't break on me.,my a/c's going out. it's supposed to be hot today. i hope you don't get mad at me.,0
my wife and i have been quite scared lately.  there has been a rash of burglaries and robberies in our neighborhood lately and some have involved violence against the home owners!,"my wife and i have been so scared lately that there have been burglaries and robberies around us, some involving violence against homeowners!",2
my credit score has fallen by some 50 points in the last month. my debts are accumulating.,my credit score dropped by about 50 points last month.,0
last night i was in bed and a spider came straight down from the ceiling fan onto the comfortor.,"last night, i was lying on my bed, and a spider came down straight from the ceiling fan and climbed to the comforter.",3
i am really scared.  i moved into this new house and i swear to you it is haunted,i'm really scared. i moved into this new house. i swear it's haunted.,3
i was awoke to a dar figure in my room,i woke up with a picture of the dar in the room.,3
"i want to move to new york , buy its all new to me there","i want to move to new york, buy it all new to me there.",2
"i've had a lot of headaches recently, so i need to see the doctor.  but i'm really nervous about what he might find, so i've been putting it off.","i've had a lot of headaches lately, so i need to see a doctor, but i'm nervous about what he might find, so i've been stalling.",1
driving sometimes gets me very nervous. i don't like the thought of getting in a deadly car accident.,"you know, driving makes me nervous sometimes. i don't like fatal car accidents.",0
"my ex girlfriend started talking to me out the blue again , im not sure to trust her again","my ex-girlfriend is talking to me again, and i can't believe her anymore.",1
the final exam for my linear algebra summer class is in a week and i do not feel prepared for it,i didn't feel ready to finish the finals of my linear algebra summer school in a week.,0
i hate wasps so much. they always seem to get into my apartment somehow and i turned into a little girl!,"i hate the wasps, they always seem to have entered my apartment somehow, and i became a little girl!",2
i hate bugs and insects so much. i've called pest control but i still have them everywhere in my house. i'm so scared of them crawling around all the time...,"i hate bugs. i called the pest control, but i have them all over the house.",2
"once, i was walking home from work and it was late. my street was unusally quiet and there was a man walking quickly behind me. i was very scared. he ended up passing me but he whispered a nasty word as he walked past. ","one time, i went home from work, and it was late. my street was quiet, and there was a man walking very fast behind me. i was scared. he finally passed me, but he whispered.",2
"i was on a boat with some friends and we were stranded out at sea, didn't know if we'll ever see land again.","i'm on a boat with some friends, and we're stuck at sea, and we don't know if we'll ever see land again.",3
i start a new job on monday!  i am excited but very nervous!,"i started my new job this week. i'm excited, but i'm nervous.",0
i hate presenting a project in front of my class. it's so nerve-racking. ,"i hate to show a project before my class, it's so nervous.",0
i am scared of trump right now.,i'm afraid of the throne now.,2
"i felt anxious when i went to my interview the other day. even though i was more than prepared, i was still overly nervous.","i was anxious when i went to the interview that day, even though i had enough to prepare, i was too nervous.",0
i live in florida and experience hurricanes. two recent hurricanes have threatened my home and potentially my life.,the last two hurricanes threatened my home and could threaten my life.,3
i am so scared for my sister's health. she is in the hospital and i hope she doesn't have cancer.,"she's in the hospital now, and i hope she doesn't have cancer.",3
i hate being in public by myself. it gets me super nervous and i turn bright red.,i hate being alone in public.,0
i saw the biggest spider in my life near my bed this morning. i've been scared of seeing another one all day...,"i saw the biggest spider in my life by the bed this morning, and i was afraid to see another spider all day...",2
i was raped. i have just gone for a test to know if i am pregnant or i caught a disease from the bad experience,i was raped. i was just testing if i was pregnant.,0
i'm a little unsure if i should take a higher position with better pay due to the added stress of the job.,i'm kind of not sure if i should change to a higher position.,1
i was just walking along in the woods. and there is when i almost stepped on one of them snakes!,i almost stepped on the snake!,3
i drank all the coffee this morning and didn't share the whole pot with anyone. now i feel very strange.,"i drank all my coffee this morning, and i didn't share the whole pot with anyone.",0
when i first registered for university after having been out of school for 4 years. i wasn't sure if i was still going to be able to do the work.,"when i first signed up for college, i left school for four years, and i don't know if i can keep doing this job.",0
i got my results back from my doctor and i am so scared. i think i might have cancer...,"i get the results from the doctor, and i'm scared, and i think i might have cancer...",3
sooo scary!  i was in the basement today and i swear to you i saw a ghost.,i'm in the basement today. i swear i saw a ghost.,2
so i took a picture of myself at a battlefield and there was a ghostly smudge over me that wasn't in the image before or after it.,"so i took a picture of myself on the battlefield and there was a sneaky mark on me, not in the image before or after it.",3
"at my day job, we recently had a departmental meeting where we were discussing who our new department head should be.  i'm really uncomfortable with one person we're considering, so i felt anxious during and after this meeting.","we've recently had a sectoral meeting to discuss who our new department heads should be, and i'm very uncomfortable with someone we're thinking about, so i'm very anxious during and after the meeting.",0
i have my big pilot certification test coming up. i am so worried i forget all the answers to the test. i don't know what i would do if i don't pass!,"i'm worried i forgot all the answers to the test, and i don't know what i'd do if i didn't pass!",1
every time i walk across a major street i am afraid i am going to be hit. i use the crosswalk and look both ways but i keep thinking someone will not stop. i wish i didn't worry so much.,"every time i walk through one of the main streets, i'm afraid i'll be hit.",0
i am feeling all creeped out.  been watching crime shows all afternoon.,i've been watching crime all afternoon.,2
i owe some guys some money after playing a poker game. they know where i live and i see them driving by late at night.,they know where i live. they saw them drive around late at night.,2
i am a little scared. i found out my neighbor is a satan worshiper.,i'm a little scared. i found my neighbor a satanist.,1
i was having a test today. this one was for my graduation.,i'm going to do a test today.,1
i am sitting here and there is a gigantic storm a brewing!,i'm sitting here making a huge storm!,3
oh i am so anxious right now because outside there is a storm a brewing. it sounds like a big one!,there's a storm outside. it sounds like a big storm!,3
i am so prepared for this storm coming up. but i didn't buy any fun stuff..,"i'm prepared for the coming storm, but i haven't bought anything interesting...",0
the other night i went to take my dog out and there was a giant spider on my front porch.  i thought it was going to attack me.,"i took my dog out that night, and there was a giant spider on the porch.",3
i rode tower of terror. i screamed my head off the entire time.,i rode on a terrible tower and i screamed my head off the whole time.,3
i have to go to mexico for business in two weeks.  i have never been and i am nervous,i'm going to do business in mexico in two weeks. i've never been there. i'm nervous.,1
i waited for two weeks for my final grades. it was wful.,it's ridiculous that i waited two weeks to finish my finals.,0
the other day i found an iguana in my backyard. i hate iguanas!,i found a lizard in the backyard that day. i hate lizards!,2
my dog got out of the house. then got in a fight with another dog.,my dog walks out of the house and fights with another dog.,3
i do not like to be in the woods at night. the coyotes make scary noises!,i don't like the noise of wolves in the woods at night!,2
i had to get my foot checked at the doctor recently.,i have to check my feet at the doctor's recently.,0
"i really do not like doctors.  when they decided to do a c-section on my 1st child, i was quite upset and worried.  ","when they decided to do a caesarean section on my first child, i was depressed and worried.",0
i woke up yesterday and forgot i had a midterm exam later that same day. i had to quickly cram because i was worried that i wouldn't remember the material for the test.,"i woke up yesterday, and i forgot i did the midterms later that day, and i had to hurry, because i was afraid i didn't remember the tests.",0
"i had to have a scheduled c-section with my 2nd child.  but then, about a week before it was scheduled, my blood pressure went up and they decided to do it right then.","i had to have a scheduled caesarean section with my second child, but, about a week ago, my blood pressure went up and they decided to do the right thing.",1
i was exposed to lice at work,i'm in contact with lice at work.,2
i heard a loud bang late in the night recently and thought someone was trying to break in to my house.,"i heard a loud sound in the middle of the night, recently and with someone trying to break into my house.",3
i heard some really odd noises coming from my basement recently. i am convinced it is the boogieman. maybe i will venture down there sometime.,"i've heard some strange noises in the basement lately, and i'm sure it's the boogeyman.",3
i have kids aged from 14-21. i am always worrying that something bad will happen to them. i couldn't live with myself if something did. i love them so much!,"i have 14 to 21-year-olds, and i'm always worried that something will happen to them, and if something happens, i can't live with myself, and i love them so much!",2
"i promised my sister that i would go sky diving with her when she was old enough to, but i didn't think she's remember.  i'm horribly afraid of heights.","i promised my sister that i would go to the sky diving with her when she was big enough, but i don't think she remembered.",3
the feeling i had the day before my final exam ,i feel like i had my final exam the day before.,1
"i have a big meeting tomorrow at work, and it makes me a little nervous.","i have a big meeting at work tomorrow, which makes me a little nervous.",0
i heard a loud bang outside my house recently and thought someone was trying to break in.,"i heard a noise outside my house lately, thinking someone was trying to break in.",3
waiting for my favorite video game to come out,waiting for my favorite video game to come out.,0
i was not sure whether i should date this girl. she was too good to be true,i'm not sure i should date this girl.,1
i was out walking late last night and seen someone following me. they looked like they were carrying a weapon. ,i walked out late last night and saw someone following me.,2
i was scared when it stormed last weekend. i hate thunder,i was scared last weekend. i hate thunder.,3
my friend said they wanted to talk to me and didn't sound like their usual on the phone.,my friends said they wanted to talk to me.,1
"i want to ask a girl out on a date, but i'm not sure if i should. she doesn't seem that interested in me.","i'd like to go out with a girl, but i'm not sure if i should.",1
i was nervous my first year of college. i just did not know anyone,my first year in college was nervous. i just don't know anybody.,0
i once awoke not able to move or speak.  i was scared to death.,i used to wake up and can't move or talk.,3
"i just went for my yearly physical and thought everything was good, but i got a call that the doctor wanted to talk to me about some blood work.  its awful because they aren't open until tomorrow so they haven't gotten back to me yet.  ","i'm just going to my body every year to think everything's okay, but i got a call from the doctor who wanted to talk to me about some blood work, and the bad thing is that they didn't open until tomorrow, so they haven't come back to me.",1
i am scared i won't like my new neighbors. that's how it usualy goes around here,i'm afraid i don't like my new neighbors.,2
i saw a neighborhood report that someone is breaking into houses and watching people sleep.  creepy!  i want to buy a million locks.,i saw a neighbor report that someone broke into the house and watched people sleep.,2
i was scared when i had to walk home alone the other day,"when i walked home alone that day, i was scared.",3
i was scared last week when it stormed. i hate rain and thunder,i was scared last week during the storm. i hate the rain and the thunder.,2
im a little on the fence if i should ask for time off this week,"if i ask for leave this week,",1
i was scared to walk home the other day,i was afraid to walk home that day.,2
my friend has a habit of going nuts every vacation and i want to cancel ours.,my friends used to go crazy every vacation. i wanted to cancel our vacation.,1
i heard something under my bed last night and freaked out.,i heard some noises under the bed last night.,3
i think that i was abducted by aliens. i'm afried i have alien spawn inside me. ,i feel like i'm being kidnapped by an alien.,2
i promised my daughter i would watch it with her tonight. i keep postponing it because i am too scared.,i promised my daughter i'd watch it with her tonight because i was so scared that i kept postponing it.,3
i was super nervous about the day today as a semi family member has been acting up and i didn't want them to ruin anyones day. they did unfortunately. i'll just never understand people who like to make everyone else miserable just because they are.,"i'm very nervous about the behavior of this half-family today, and i don't want them to ruin anyone.",0
so i was coming home last night.. kinda late.  it was really dark and then a duck scared me to death.,"i came home a little late last night, and it was dark, and a duck scared me to death.",3
"i was just diagnosed with breast cancer, just at its first stage, and i don't even know how to feel or what to do.  its terrifying.","i've just been diagnosed with breast cancer, just in the first phase, and i don't even know how to feel or do anything, it's horrible.",2
i was so nervous starting my new job. i had no idea what to expect,i was nervous when i started my new job. i didn't know what to expect.,0
i was a little unsure about going to see a movie alone tonight. it just didnt feel right,i'm not sure i'm going to see a movie alone tonight.,1
"getting on a flight in a couple of days. kind of nervous because i've never flown before, and i just have a weird feeling about it. like, i know it will be fine, but i'm worried about the safety of plans, i'm worried about getting lost, i'm worried about being far from home.. just a little overwhelming.","but i'm worried about the security of the plan, i'm worried about getting lost, i'm worried about being far away from home, just a little depressed.",0
"i was home alone and heard what sounded like scratching underneath the floor. i was worried an animal was under the house, and that it might be able to get into the house, and that it might be something dangerous.","i'm alone at home, hearing scratches under the ground, and i'm afraid an animal is under the house, and it might be able to enter the house, and it could be something dangerous.",2
someone is banging on my door in the middle of the night!,someone knocked on my door in the middle of the night!,3
i was scared when i saw that owl staring at e,"when i saw the owl staring at you, i was scared.",3
i am going zip-lining in colorado in a week.  there is only one problem  i am really scared of heights!,i'm on my way to gorado in a week. there's only one problem. i'm really scared of heights!,3
this morning i found a garden snake in my yard! it wasn't very big but i don't like snakes.,i found a garden snake in the yard this morning!,3
one day i walked out front door and there was a coral snake laying there. i jumped and ran back inside!,"one day, i walked out the front door and i found a coral snake lying there, and i jumped down and ran back inside!",3
there was a time when my family got lost in the middle of nowhere at night.,there was a time when my family got lost at night.,3
i'm not sure if i sound join the comic book club at school.,i'm not sure i joined the comic club at school.,1
"i was in a situation where i was standing outside with a group of friends. out of nowhere, gang members showed up and pointed a gun at us. this was alarming to say the least.","i was standing outside with a group of friends, and somehow, the gang members suddenly showed up, pointing a gun at us.",2
"i was at the mall and when i got back to my car, it wouldn't start. i know nothing about cars and didn't know what to do besides calling my husband. thankfully he was able to figure it out","i was at the mall, and when i got back to my car, it didn't start, and i didn't know anything about the car, and i didn't know what to do except call my husband.",3
i was watching a horror movie with my friends and i got really scared. i'm just not cut out for them honestly. i can't take them,"i watch horror movies with my friends, and i'm scared.",3
 when my mom is dying i dont know what to do. i felt scared for the next thing will happened to her and to us. ,"when my mom was dying, i didn't know what to do.",1
i was 18 and had signed up to join the military.  my basic training date got pushed back to the fall.  that left the door open for more active duty and reserve military personnel to tell me how mentally/physically taxing basic training can be.  with this information and as summer ended and the date for entry drew nearer for my entry into basic training drew nearer i was terrified given the multitude of stories i'd been told by numerous different people from various backgrounds.,"i was 18 years old, and i signed up for the army, and my basic training date was pushed back to the fall, which opened the door to more active operations, and set aside military personnel to tell me how to tax basic training for mental/physiological purposes. with this information, summer is over, and i'm closer to basic training.",3
i am starting my first year of college and i am so afraid.,i started my first year of college and i was scared.,3
i can't elieve my daughter is starting highschool. i am so afraid and she thinks nothing of it',i can't believe my daughter's starting high school.,3
"my house was hit by a tornado when i was 7.  i was absolutely terrified, thankfully no one was hurt.","when i was seven years old, my family was attacked by a tornado, and i was terrified.",3
"my girlfriend was feeling nauseous this morning and thinks she's pregnant. she went to get tested, and i am praying that she isn't. ","my girlfriend was sick this morning, thinking she was pregnant, and she went to the test, and i prayed she didn't.",0
i was at a zoo where a lion broke free.,"i was at the zoo, and a lion came out of the zoo.",3
"i want to send my son to daycare, but i think he is too little. he doesnt talk and i don't trust people like that.","i want to send my son to day care, but i think he's too young. he doesn't talk, i don't trust people like that.",1
my husband wants to take a job in another state. i am just not sure that it's a good idea to uproot the kids like that right now.,my husband wants to get a job in another state.,1
i have a wide open window and screen right next to my driveway because someone broke it the other day when i wasn't home. i am not sure how to fix it and i'm in a bad neighborhood so it's a bit scary.,"there's a big window and a screen next to my driveway because someone broke it when i wasn't home that day, and i don't know how to fix it.",3
i was very scared when my mom went in the hospital and was going to have surgery. iwasn't sure she would make it out.,"when my mom went to the hospital for surgery, i was scared. i wasn't sure she'd make it.",3
i used to read stories. one day i read a story when i was alone. it was a horror story. i just scared a lot and i stopped reading.,one day i read a story when i was alone.,3
i am feeling trepidatious about payday this week. i don't now if someone i know will act up and i am not looking forward to any drama.,i am very disturbed by this week's payday.,0
"with president trump threatening tariffs for importing foreign products, i am concerned that the prices will rise for everyday products",i fear that the prices of everyday products will rise.,0
one time i had to fly to oklahoma for work. i don't like flying anyway but to top things off we had trouble landing.,"one time i had to fly to oklahoma to work, and i didn't like flying anyway.",2
i almost stepped on a snake today.,i almost stepped on a snake today.,3
"i rode in an airplane for the first time last week, and i have never been so frightened. it was not a good time.",i was on a plane for the first time last week. i've never been so scared.,3
i am so afraid i will forget my lines during the play.,i was afraid i'd forget my lines in the play.,3
i am scared to ask my landlord for an extension on the rent this month. she isnt tht nice.,i wouldn't dare ask my landlord to extend the rent this month.,2
when selling my house and the buyer wanted to move in prior to closing date. ,"when i sold my house, the buyer wanted to move in before the closing date.",1
i have to have an important medical test.,i have to do an important medical test.,2
"i thought i saw a ghost outside my window, i had my heart in the mouth",i thought i saw a ghost out the window. my heart was in my mouth.,3
i was scared walking home the other day,i was scared to go home that day.,3
feeling strange about payday. it is a stressful time and even more so now when dealing with mental illness of the one getting the payday.,"it's a tense moment, and now more so, when dealing with mental illness a person gets a working day.",1
"i am scared about my upcoming job interview, i have not interviewed in years",i'm afraid of my upcoming job interview. i haven't done it in years.,0
"i am not looking forward to my job interview, i do not want to do poorly",i don't expect a job interview. i don't want a job.,0
"i am afraid of growing up, i am just now an ""adult"" but not ready to fend for myself yet","i'm afraid to grow up. i just became an adult, but i'm not ready to take care of myself.",2
i crashed my truck today.,i ran into my car today.,3
i am just in from finishing my college exam. i am hoping that i passed.,i just finished my college exam. i hope i pass.,2
i went to a haunted house and just couldnt bring myself to step inside,"i went to the ghost house, but i couldn't bring myself in.",2
i'm going skydiving tomorrow,i'm going out tomorrow.,3
i hated waiting each day to see if a college acceptance letter came in,i hate to have to wait and see if you've sent a letter of admission to college.,2
"i am nervous about my upcoming job interview, it has been awhile",i'm nervous about the upcoming job interview. it's been a while.,0
i saw a stranger on the side of the road who needed a ride. i was not sure whether or not to pick her up.,"i saw a stranger on the side of the road who needed a ride, and i don't know if i'm gonna pick her up.",1
a couple months ago i got a text message saying that my sister was in a motorcycle accident!  i was really scared she might have been seriously injured!,"a few months ago, i got a text saying my sister had a motorcycle accident!",2
i am really nervous about work tomorrow!  i am supposed to be presenting at a meeting in front of upper management and feel uneasy.,i'm very nervous about tomorrow's work!,1
i have a big interview friday. i really want this job and i am very nervous.,i have a big interview on friday. i really want this job. i'm nervous.,0
well i started my new job this week... it is weird to be with people who don't know me,it's weird for me to start my new job this week... with someone who doesn't know me.,1
omg i was so scared.  there was a ghost in my bedroom.,i'm scared. there's a ghost in my bedroom.,2
i went to the doctor yesterday due to an ongoing cough and tiredness.  they did some tests and now i am waiting for the results,i went to the doctor yesterday because of coughing and fatigue.,1
i was coming home from shopping yesterday and there was a horrible wreck and the ambulance hadn't got there yet.,"i just got home from the mall yesterday, and there was a terrible car accident, and the ambulance wasn't there yet.",3
i heard a loud bang outside my house recently and thought someone was trying to break in.,"i heard a noise outside my house lately, thinking someone was trying to break in.",3
i am so nervous.  when i get nervous i smoke too much.  ahhhh.,i'm so nervous. i smoke too much when i'm nervous.,0
"anytime i see a earthworm, i run away. i am so scared of them.","whenever i see earthworms, i run away, and i'm so scared of them.",2
